fecha,vel_viento,presion_atmosferica,humedad_relativa,frentes_frios,radiacion_solar,luminosidad,contaminacion_atmosferica,cobertura_nubosa,temperatura
2018-12-11,32.0,1043.0,21.0,1,519.0,52.0,47.0,59.0,22.0
2018-12-12,29.0,995.0,76.0,0,783.0,74.0,92.0,51.0,23.0
2018-12-13,23.0,1005.0,47.0,0,220.0,93.0,352.0,46.0,31.0
2018-12-14,33.0,920.0,36.0,0,103.0,86.0,478.0,62.0,18.0
2018-12-15,35.0,1000.0,97.0,0,322.0,65.0,243.0,41.0,18.0
2018-12-16,38.0,1028.0,28.0,0,956.0,46.0,241.0,49.0,21.0
2018-12-17,31.0,1077.0,66.0,1,931.0,21.0,472.0,47.0,15.0
2018-12-18,36.0,914.0,43.0,0,511.0,76.0,152.0,48.0,20.0
2018-12-19,27.0,1159.0,54.0,0,745.0,43.0,174.0,43.0,16.0
2018-12-20,39.0,986.0,90.0,1,488.0,99.0,429.0,32.0,10.0
2018-12-21,37.0,906.0,87.0,1,978.0,92.0,256.0,34.0,23.0
2018-12-22,35.0,975.0,32.0,1,594.0,37.0,75.0,66.0,9.0
2018-12-23,43.0,998.0,95.0,0,233.0,61.0,446.0,40.0,19.0
2018-12-24,37.0,1030.0,27.0,0,860.0,25.0,328.0,41.0,17.0
2018-12-25,33.0,1056.0,44.0,0,273.0,77.0,384.0,38.0,24.0
2018-12-26,34.0,1037.0,34.0,1,588.0,2.0,24.0,47.0,21.0
2018-12-27,33.0,992.0,70.0,1,804.0,29.0,172.0,50.0,16.0
2018-12-28,29.0,938.0,52.0,1,1000.0,58.0,141.0,57.0,15.0
2018-12-29,31.0,898.0,32.0,1,269.0,57.0,351.0,72.0,11.0
2018-12-30,36.0,1085.0,56.0,0,963.0,95.0,287.0,61.0,27.0
2018-12-31,40.0,979.0,22.0,1,392.0,70.0,489.0,46.0,23.0
2019-01-01,27.0,973.0,85.0,1,114.0,36.0,460.0,42.0,14.0
2019-01-02,21.0,1043.0,32.0,0,525.0,93.0,484.0,48.0,30.0
2019-01-03,27.0,1011.0,40.0,1,210.0,52.0,215.0,63.0,10.0
2019-01-04,34.0,972.0,22.0,0,206.0,60.0,468.0,58.0,17.0
2019-01-05,34.0,1014.0,97.0,0,364.0,13.0,228.0,75.0,19.0
2019-01-06,29.0,1062.0,96.0,1,174.0,60.0,480.0,48.0,20.0
2019-01-07,32.0,1030.0,70.0,1,174.0,60.0,193.0,45.0,15.0
2019-01-08,45.0,921.0,69.0,1,669.0,1.0,430.0,44.0,15.0
2019-01-09,37.0,933.0,83.0,0,149.0,80.0,201.0,50.0,30.0
2019-01-10,31.0,1007.0,98.0,1,960.0,67.0,309.0,55.0,18.0
2019-01-11,30.0,997.0,35.0,1,608.0,100.0,179.0,51.0,10.0
2019-01-12,20.0,1020.0,70.0,1,194.0,100.0,57.0,54.0,9.0
2019-01-13,45.0,997.0,68.0,1,334.0,35.0,249.0,56.0,12.0
2019-01-14,33.0,1051.0,47.0,1,338.0,21.0,149.0,43.0,14.0
2019-01-15,29.0,1072.0,38.0,1,317.0,35.0,223.0,63.0,14.0
2019-01-16,40.0,909.0,84.0,0,671.0,9.0,424.0,56.0,16.0
2019-01-17,40.0,940.0,22.0,0,664.0,87.0,361.0,57.0,19.0
2019-01-18,32.0,1019.0,86.0,0,237.0,97.0,122.0,62.0,18.0
2019-01-19,21.0,1017.0,93.0,1,484.0,79.0,18.0,56.0,22.0
2019-01-20,34.0,967.0,42.0,0,793.0,8.0,429.0,55.0,21.0
2019-01-21,28.0,1012.0,85.0,1,995.0,56.0,198.0,55.0,19.0
2019-01-22,47.0,1002.0,92.0,1,455.0,45.0,48.0,46.0,15.0
2019-01-23,31.0,1023.0,93.0,1,617.0,41.0,432.0,68.0,19.0
2019-01-24,36.0,989.0,22.0,1,227.0,57.0,126.0,42.0,14.0
2019-01-25,30.0,987.0,88.0,0,439.0,15.0,253.0,62.0,19.0
2019-01-26,36.0,1014.0,32.0,1,908.0,28.0,264.0,53.0,17.0
2019-01-27,36.0,958.0,71.0,1,654.0,97.0,151.0,49.0,18.0
2019-01-28,29.0,1066.0,93.0,0,435.0,46.0,73.0,61.0,22.0
2019-01-29,22.0,1009.0,23.0,0,942.0,22.0,408.0,52.0,26.0
2019-01-30,30.0,1015.0,95.0,1,512.0,15.0,266.0,56.0,17.0
2019-01-31,26.0,1049.0,51.0,0,334.0,12.0,350.0,49.0,25.0
2019-02-01,40.0,1035.0,42.0,0,539.0,24.0,425.0,56.0,24.0
2019-02-02,34.0,892.0,40.0,1,101.0,87.0,9.0,43.0,14.0
2019-02-03,34.0,1008.0,75.0,1,780.0,94.0,285.0,66.0,15.0
2019-02-04,42.0,957.0,78.0,1,232.0,45.0,358.0,37.0,16.0
2019-02-05,32.0,1007.0,27.0,1,303.0,50.0,268.0,46.0,13.0
2019-02-06,20.0,974.0,98.0,0,517.0,7.0,483.0,63.0,22.0
2019-02-07,29.0,994.0,90.0,0,164.0,4.0,284.0,45.0,21.0
2019-02-08,35.0,1003.0,79.0,0,815.0,68.0,56.0,57.0,16.0
2019-02-09,23.0,1008.0,66.0,0,920.0,2.0,47.0,34.0,18.0
2019-02-10,29.0,1041.0,97.0,0,540.0,62.0,18.0,29.0,21.0
2019-02-11,33.0,922.0,22.0,0,902.0,12.0,424.0,56.0,21.0
2019-02-12,25.0,1070.0,33.0,0,424.0,79.0,291.0,39.0,21.0
2019-02-13,33.0,1017.0,30.0,1,854.0,60.0,292.0,45.0,20.0
2019-02-14,36.0,979.0,62.0,1,593.0,25.0,32.0,39.0,18.0
2019-02-15,35.0,1024.0,61.0,1,548.0,3.0,185.0,51.0,10.0
2019-02-16,43.0,1024.0,61.0,0,477.0,61.0,448.0,45.0,17.0
2019-02-17,27.0,974.0,69.0,1,228.0,61.0,91.0,30.0,4.0
2019-02-18,33.0,1020.0,95.0,1,256.0,100.0,105.0,65.0,15.0
2019-02-19,34.0,1032.0,72.0,1,221.0,73.0,77.0,39.0,21.0
2019-02-20,37.0,935.0,60.0,0,645.0,39.0,43.0,57.0,12.0
2019-02-21,27.0,986.0,25.0,1,321.0,25.0,302.0,57.0,9.0
2019-02-22,34.0,1108.0,77.0,1,664.0,62.0,491.0,58.0,22.0
2019-02-23,39.0,1027.0,32.0,1,993.0,11.0,329.0,63.0,17.0
2019-02-24,24.0,975.0,73.0,0,939.0,5.0,443.0,47.0,20.0
2019-02-25,25.0,978.0,94.0,0,201.0,51.0,210.0,49.0,22.0
2019-02-26,28.0,914.0,92.0,1,124.0,34.0,193.0,48.0,15.0
2019-02-27,35.0,1022.0,59.0,1,861.0,18.0,317.0,43.0,20.0
2019-02-28,32.0,951.0,34.0,1,197.0,28.0,389.0,48.0,21.0
2019-03-01,38.0,972.0,68.0,1,885.0,63.0,437.0,41.0,19.0
2019-03-02,34.0,976.0,20.0,0,667.0,76.0,332.0,56.0,16.0
2019-03-03,33.0,921.0,44.0,1,642.0,26.0,294.0,23.0,6.0
2019-03-04,35.0,1002.0,55.0,1,152.0,71.0,163.0,69.0,20.0
2019-03-05,36.0,1076.0,64.0,0,366.0,51.0,182.0,69.0,11.0
2019-03-06,40.0,1038.0,95.0,1,546.0,58.0,471.0,50.0,18.0
2019-03-07,29.0,1015.0,86.0,1,205.0,50.0,295.0,52.0,17.0
2019-03-08,27.0,1070.0,31.0,0,394.0,9.0,492.0,43.0,25.0
2019-03-09,28.0,956.0,29.0,1,980.0,30.0,216.0,44.0,9.0
2019-03-10,44.0,1080.0,85.0,0,538.0,20.0,370.0,52.0,23.0
2019-03-11,34.0,1045.0,68.0,0,709.0,11.0,103.0,63.0,24.0
2019-03-12,27.0,1091.0,62.0,1,421.0,46.0,357.0,61.0,23.0
2019-03-13,26.0,1056.0,55.0,1,124.0,12.0,115.0,72.0,14.0
2019-03-14,24.0,1019.0,89.0,1,971.0,13.0,314.0,37.0,16.0
2019-03-15,30.0,1021.0,90.0,0,490.0,18.0,110.0,41.0,21.0
2019-03-16,41.0,1035.0,61.0,1,218.0,3.0,210.0,66.0,19.0
2019-03-17,38.0,1010.0,87.0,1,423.0,34.0,322.0,37.0,15.0
2019-03-18,39.0,1039.0,86.0,1,813.0,8.0,166.0,55.0,25.0
2019-03-19,30.0,979.0,97.0,0,746.0,44.0,328.0,40.0,22.0
2019-03-20,31.0,995.0,20.0,1,121.0,62.0,120.0,23.0,14.0
2019-03-21,40.0,1106.0,64.0,0,683.0,16.0,29.0,65.0,21.0
2019-03-22,34.0,1044.0,88.0,0,906.0,31.0,31.0,57.0,27.0
2019-03-23,29.0,1061.0,45.0,1,924.0,61.0,217.0,49.0,20.0
2019-03-24,34.0,1028.0,58.0,1,627.0,44.0,438.0,51.0,16.0
2019-03-25,35.0,991.0,41.0,0,124.0,10.0,409.0,55.0,24.0
2019-03-26,32.0,1137.0,77.0,0,347.0,3.0,26.0,48.0,13.0
2019-03-27,25.0,960.0,86.0,1,514.0,4.0,377.0,51.0,18.0
2019-03-28,34.0,1009.0,98.0,0,708.0,76.0,31.0,36.0,25.0
2019-03-29,40.0,965.0,33.0,0,178.0,73.0,340.0,55.0,27.0
2019-03-30,29.0,965.0,22.0,0,743.0,55.0,426.0,53.0,21.0
2019-03-31,33.0,990.0,40.0,1,433.0,27.0,84.0,38.0,14.0
2019-04-01,33.0,1003.0,38.0,0,298.0,96.0,223.0,57.0,31.0
2019-04-02,22.0,1013.0,69.0,1,491.0,14.0,472.0,37.0,19.0
2019-04-03,20.0,1038.0,94.0,0,206.0,23.0,333.0,64.0,31.0
2019-04-04,17.0,1047.0,77.0,1,621.0,78.0,477.0,56.0,27.0
2019-04-05,18.0,967.0,26.0,0,643.0,18.0,368.0,70.0,25.0
2019-04-06,30.0,1000.0,39.0,0,526.0,70.0,108.0,49.0,26.0
2019-04-07,27.0,1003.0,59.0,1,795.0,85.0,419.0,61.0,35.0
2019-04-08,33.0,1014.0,86.0,0,795.0,22.0,30.0,56.0,28.0
2019-04-09,22.0,999.0,70.0,1,695.0,11.0,279.0,54.0,24.0
2019-04-10,17.0,1084.0,86.0,0,563.0,45.0,200.0,60.0,22.0
2019-04-11,20.0,1026.0,89.0,0,146.0,75.0,70.0,51.0,21.0
2019-04-12,29.0,1026.0,97.0,1,146.0,47.0,187.0,67.0,24.0
2019-04-13,22.0,967.0,33.0,0,244.0,92.0,335.0,37.0,28.0
2019-04-14,21.0,972.0,47.0,1,553.0,12.0,217.0,41.0,27.0
2019-04-15,20.0,897.0,78.0,1,216.0,68.0,250.0,48.0,21.0
2019-04-16,27.0,941.0,98.0,1,566.0,51.0,489.0,64.0,16.0
2019-04-17,29.0,1009.0,70.0,0,468.0,17.0,76.0,43.0,31.0
2019-04-18,25.0,1024.0,83.0,0,745.0,48.0,122.0,44.0,41.0
2019-04-19,18.0,1030.0,74.0,1,525.0,18.0,219.0,54.0,30.0
2019-04-20,19.0,939.0,23.0,1,223.0,50.0,142.0,40.0,25.0
2019-04-21,31.0,941.0,94.0,1,332.0,69.0,244.0,63.0,19.0
2019-04-22,27.0,979.0,94.0,0,279.0,92.0,100.0,52.0,31.0
2019-04-23,23.0,919.0,66.0,0,314.0,95.0,377.0,46.0,17.0
2019-04-24,19.0,990.0,93.0,1,448.0,2.0,146.0,70.0,19.0
2019-04-25,26.0,1061.0,64.0,1,286.0,100.0,105.0,51.0,19.0
2019-04-26,33.0,1010.0,45.0,1,743.0,44.0,86.0,47.0,22.0
2019-04-27,21.0,1047.0,33.0,0,259.0,7.0,103.0,55.0,26.0
2019-04-28,23.0,1021.0,71.0,0,773.0,78.0,59.0,46.0,34.0
2019-04-29,25.0,974.0,58.0,0,765.0,55.0,311.0,42.0,28.0
2019-04-30,19.0,1048.0,92.0,1,143.0,4.0,413.0,42.0,31.0
2019-05-01,31.0,1022.0,36.0,1,885.0,84.0,93.0,40.0,33.0
2019-05-02,31.0,976.0,74.0,0,760.0,21.0,403.0,53.0,26.0
2019-05-03,13.0,941.0,32.0,1,889.0,35.0,165.0,70.0,21.0
2019-05-04,27.0,983.0,83.0,0,271.0,68.0,51.0,43.0,23.0
2019-05-05,13.0,1064.0,28.0,0,200.0,100.0,358.0,51.0,31.0
2019-05-06,26.0,977.0,60.0,1,392.0,39.0,210.0,53.0,16.0
2019-05-07,31.0,953.0,54.0,0,500.0,47.0,373.0,42.0,35.0
2019-05-08,27.0,967.0,35.0,1,926.0,44.0,281.0,51.0,20.0
2019-05-09,24.0,1004.0,68.0,0,505.0,60.0,246.0,47.0,31.0
2019-05-10,32.0,921.0,65.0,1,648.0,95.0,447.0,38.0,23.0
2019-05-11,24.0,976.0,40.0,1,950.0,45.0,42.0,55.0,21.0
2019-05-12,18.0,1093.0,70.0,1,408.0,99.0,323.0,54.0,31.0
2019-05-13,25.0,994.0,45.0,1,649.0,39.0,25.0,45.0,21.0
2019-05-14,21.0,961.0,94.0,0,690.0,15.0,262.0,43.0,23.0
2019-05-15,23.0,1023.0,93.0,0,948.0,70.0,110.0,41.0,33.0
2019-05-16,43.0,1024.0,56.0,1,576.0,21.0,277.0,68.0,23.0
2019-05-17,25.0,1008.0,68.0,1,212.0,92.0,252.0,53.0,26.0
2019-05-18,16.0,1065.0,32.0,1,646.0,74.0,218.0,50.0,24.0
2019-05-19,26.0,1071.0,80.0,0,735.0,18.0,129.0,58.0,35.0
2019-05-20,19.0,951.0,79.0,0,640.0,95.0,6.0,51.0,29.0
2019-05-21,35.0,1044.0,60.0,0,940.0,28.0,122.0,49.0,33.0
2019-05-22,16.0,986.0,45.0,0,705.0,25.0,149.0,63.0,29.0
2019-05-23,27.0,1049.0,21.0,1,786.0,72.0,161.0,40.0,19.0
2019-05-24,28.0,962.0,28.0,0,312.0,16.0,125.0,39.0,25.0
2019-05-25,28.0,961.0,67.0,1,699.0,69.0,203.0,47.0,25.0
2019-05-26,25.0,1019.0,99.0,1,334.0,11.0,260.0,44.0,23.0
2019-05-27,17.0,1070.0,54.0,0,996.0,32.0,248.0,72.0,26.0
2019-05-28,26.0,940.0,47.0,1,626.0,80.0,94.0,46.0,21.0
2019-05-29,26.0,1067.0,73.0,1,237.0,3.0,319.0,50.0,21.0
2019-05-30,34.0,978.0,81.0,1,771.0,74.0,361.0,26.0,38.0
2019-05-31,32.0,983.0,76.0,0,993.0,70.0,248.0,46.0,32.0
2019-06-01,27.0,965.0,29.0,1,328.0,92.0,312.0,47.0,13.0
2019-06-02,31.0,973.0,31.0,0,308.0,93.0,259.0,38.0,23.0
2019-06-03,17.0,1067.0,51.0,0,472.0,67.0,251.0,42.0,34.0
2019-06-04,23.0,971.0,90.0,1,441.0,100.0,380.0,53.0,25.0
2019-06-05,32.0,1006.0,36.0,1,558.0,70.0,226.0,57.0,23.0
2019-06-06,32.0,1025.0,40.0,1,892.0,65.0,63.0,68.0,22.0
2019-06-07,30.0,1013.0,36.0,0,196.0,51.0,375.0,44.0,22.0
2019-06-08,22.0,928.0,82.0,0,839.0,51.0,53.0,57.0,31.0
2019-06-09,25.0,986.0,46.0,1,464.0,39.0,13.0,68.0,20.0
2019-06-10,22.0,995.0,29.0,1,789.0,49.0,135.0,50.0,23.0
2019-06-11,14.0,947.0,27.0,1,931.0,38.0,369.0,43.0,28.0
2019-06-12,26.0,908.0,69.0,1,106.0,65.0,4.0,63.0,15.0
2019-06-13,26.0,1031.0,20.0,0,691.0,33.0,118.0,60.0,28.0
2019-06-14,26.0,880.0,32.0,0,753.0,17.0,290.0,65.0,20.0
2019-06-15,23.0,1026.0,24.0,0,126.0,41.0,268.0,52.0,26.0
2019-06-16,23.0,1024.0,68.0,1,870.0,71.0,88.0,40.0,29.0
2019-06-17,21.0,942.0,32.0,0,852.0,95.0,205.0,59.0,25.0
2019-06-18,22.0,978.0,46.0,1,313.0,23.0,414.0,49.0,20.0
2019-06-19,22.0,1066.0,77.0,0,971.0,34.0,117.0,58.0,42.0
2019-06-20,19.0,895.0,43.0,1,269.0,52.0,440.0,43.0,20.0
2019-06-21,29.0,993.0,62.0,1,250.0,93.0,23.0,50.0,25.0
2019-06-22,32.0,884.0,53.0,1,879.0,71.0,396.0,40.0,32.0
2019-06-23,30.0,1024.0,59.0,0,538.0,74.0,470.0,61.0,29.0
2019-06-24,25.0,1036.0,64.0,1,542.0,13.0,261.0,39.0,23.0
2019-06-25,18.0,1058.0,39.0,1,326.0,99.0,128.0,43.0,27.0
2019-06-26,22.0,984.0,62.0,0,451.0,45.0,146.0,36.0,28.0
2019-06-27,25.0,1129.0,63.0,1,910.0,57.0,345.0,54.0,29.0
2019-06-28,23.0,1007.0,77.0,1,371.0,86.0,376.0,33.0,32.0
2019-06-29,24.0,942.0,46.0,0,337.0,28.0,80.0,53.0,30.0
2019-06-30,22.0,941.0,55.0,1,711.0,50.0,453.0,58.0,28.0
2019-07-01,27.0,1040.0,28.0,1,562.0,83.0,72.0,47.0,22.0
2019-07-02,28.0,1023.0,75.0,0,502.0,93.0,321.0,23.0,34.0
2019-07-03,22.0,1036.0,31.0,1,221.0,61.0,72.0,47.0,22.0
2019-07-04,35.0,896.0,43.0,0,984.0,86.0,85.0,47.0,30.0
2019-07-05,30.0,1121.0,64.0,1,454.0,4.0,204.0,30.0,20.0
2019-07-06,28.0,1062.0,53.0,0,574.0,88.0,21.0,67.0,25.0
2019-07-07,29.0,894.0,20.0,1,388.0,42.0,29.0,50.0,12.0
2019-07-08,20.0,1085.0,30.0,1,711.0,70.0,205.0,42.0,13.0
2019-07-09,28.0,958.0,82.0,0,599.0,67.0,495.0,51.0,25.0
2019-07-10,24.0,1039.0,38.0,1,748.0,17.0,221.0,54.0,19.0
2019-07-11,24.0,1026.0,41.0,1,300.0,78.0,76.0,38.0,17.0
2019-07-12,27.0,958.0,53.0,1,156.0,14.0,352.0,49.0,18.0
2019-07-13,25.0,1007.0,31.0,0,945.0,86.0,246.0,40.0,29.0
2019-07-14,33.0,1027.0,96.0,0,901.0,98.0,107.0,62.0,30.0
2019-07-15,33.0,958.0,60.0,0,391.0,96.0,40.0,47.0,24.0
2019-07-16,32.0,997.0,90.0,1,112.0,61.0,330.0,54.0,15.0
2019-07-17,23.0,1021.0,84.0,1,652.0,23.0,150.0,57.0,21.0
2019-07-18,32.0,1079.0,46.0,1,514.0,65.0,311.0,54.0,14.0
2019-07-19,25.0,971.0,24.0,0,161.0,88.0,267.0,57.0,27.0
2019-07-20,29.0,1033.0,99.0,0,128.0,39.0,170.0,51.0,26.0
2019-07-21,23.0,1018.0,30.0,1,510.0,38.0,385.0,64.0,23.0
2019-07-22,34.0,999.0,32.0,0,313.0,46.0,494.0,45.0,22.0
2019-07-23,30.0,970.0,74.0,0,864.0,79.0,63.0,50.0,23.0
2019-07-24,22.0,989.0,68.0,1,107.0,91.0,363.0,29.0,24.0
2019-07-25,31.0,1117.0,65.0,1,455.0,20.0,226.0,72.0,13.0
2019-07-26,23.0,970.0,45.0,1,689.0,26.0,246.0,49.0,19.0
2019-07-27,23.0,923.0,86.0,0,258.0,64.0,60.0,68.0,25.0
2019-07-28,29.0,956.0,73.0,1,635.0,49.0,47.0,54.0,16.0
2019-07-29,20.0,994.0,69.0,0,543.0,94.0,74.0,63.0,25.0
2019-07-30,22.0,990.0,76.0,0,646.0,100.0,293.0,52.0,32.0
2019-07-31,25.0,923.0,72.0,1,126.0,21.0,4.0,64.0,16.0
2019-08-01,25.0,1080.0,75.0,1,796.0,35.0,451.0,49.0,26.0
2019-08-02,34.0,997.0,48.0,0,932.0,46.0,373.0,52.0,34.0
2019-08-03,25.0,1049.0,36.0,1,663.0,22.0,106.0,63.0,21.0
2019-08-04,31.0,1048.0,70.0,1,377.0,30.0,3.0,58.0,21.0
2019-08-05,20.0,957.0,99.0,0,801.0,9.0,50.0,46.0,21.0
2019-08-06,24.0,884.0,37.0,1,163.0,32.0,248.0,60.0,11.0
2019-08-07,31.0,910.0,67.0,1,620.0,93.0,209.0,44.0,14.0
2019-08-08,18.0,1047.0,92.0,0,850.0,36.0,162.0,39.0,25.0
2019-08-09,28.0,1048.0,25.0,0,975.0,81.0,495.0,53.0,39.0
2019-08-10,21.0,1075.0,54.0,0,252.0,64.0,450.0,42.0,22.0
2019-08-11,18.0,994.0,57.0,1,385.0,90.0,276.0,54.0,28.0
2019-08-12,18.0,952.0,99.0,1,613.0,98.0,43.0,55.0,22.0
2019-08-13,26.0,871.0,24.0,0,665.0,67.0,236.0,67.0,20.0
2019-08-14,17.0,1139.0,54.0,0,761.0,94.0,414.0,31.0,32.0
2019-08-15,23.0,1036.0,70.0,0,549.0,80.0,288.0,58.0,23.0
2019-08-16,32.0,996.0,41.0,0,716.0,30.0,443.0,56.0,24.0
2019-08-17,30.0,1009.0,50.0,1,569.0,88.0,3.0,45.0,20.0
2019-08-18,26.0,1000.0,94.0,0,222.0,50.0,83.0,41.0,34.0
2019-08-19,24.0,997.0,45.0,1,393.0,67.0,109.0,44.0,11.0
2019-08-20,25.0,1024.0,92.0,1,545.0,76.0,407.0,43.0,20.0
2019-08-21,30.0,938.0,34.0,1,478.0,90.0,83.0,64.0,19.0
2019-08-22,21.0,972.0,50.0,0,818.0,27.0,58.0,43.0,28.0
2019-08-23,36.0,967.0,70.0,0,538.0,19.0,414.0,35.0,22.0
2019-08-24,27.0,936.0,26.0,1,611.0,33.0,189.0,50.0,9.0
2019-08-25,23.0,996.0,68.0,0,826.0,51.0,123.0,38.0,26.0
2019-08-26,20.0,994.0,27.0,1,121.0,43.0,211.0,51.0,14.0
2019-08-27,30.0,1045.0,91.0,0,963.0,74.0,38.0,53.0,28.0
2019-08-28,26.0,1016.0,73.0,0,536.0,52.0,377.0,35.0,30.0
2019-08-29,23.0,974.0,77.0,1,305.0,28.0,12.0,54.0,18.0
2019-08-30,17.0,978.0,50.0,0,795.0,28.0,157.0,62.0,30.0
2019-08-31,33.0,917.0,23.0,1,745.0,82.0,213.0,59.0,20.0
2019-09-01,31.0,941.0,96.0,1,882.0,30.0,57.0,59.0,20.0
2019-09-02,27.0,949.0,27.0,1,219.0,94.0,431.0,50.0,26.0
2019-09-03,19.0,1033.0,33.0,0,417.0,66.0,414.0,55.0,26.0
2019-09-04,28.0,1078.0,96.0,1,555.0,22.0,283.0,46.0,15.0
2019-09-05,29.0,1075.0,41.0,1,521.0,21.0,333.0,43.0,17.0
2019-09-06,23.0,959.0,55.0,0,197.0,15.0,32.0,55.0,23.0
2019-09-07,28.0,949.0,76.0,1,755.0,47.0,230.0,58.0,26.0
2019-09-08,27.0,982.0,78.0,0,337.0,90.0,154.0,57.0,24.0
2019-09-09,29.0,1021.0,82.0,1,140.0,45.0,341.0,42.0,14.0
2019-09-10,29.0,979.0,86.0,1,411.0,27.0,64.0,46.0,22.0
2019-09-11,17.0,1026.0,41.0,1,537.0,22.0,117.0,51.0,17.0
2019-09-12,22.0,1077.0,31.0,1,191.0,18.0,498.0,38.0,18.0
2019-09-13,19.0,1046.0,65.0,0,784.0,94.0,433.0,40.0,34.0
2019-09-14,29.0,975.0,40.0,0,271.0,22.0,309.0,49.0,19.0
2019-09-15,19.0,989.0,74.0,1,553.0,62.0,302.0,33.0,15.0
2019-09-16,21.0,994.0,61.0,1,981.0,9.0,170.0,43.0,21.0
2019-09-17,24.0,948.0,44.0,0,838.0,5.0,96.0,52.0,28.0
2019-09-18,20.0,943.0,83.0,1,228.0,2.0,280.0,58.0,20.0
2019-09-19,22.0,1066.0,40.0,1,454.0,85.0,468.0,56.0,21.0
2019-09-20,33.0,971.0,81.0,0,129.0,89.0,53.0,39.0,26.0
2019-09-21,21.0,1064.0,53.0,1,423.0,70.0,306.0,68.0,25.0
2019-09-22,27.0,1067.0,38.0,0,932.0,95.0,6.0,68.0,30.0
2019-09-23,23.0,1018.0,64.0,1,175.0,23.0,40.0,39.0,22.0
2019-09-24,34.0,1012.0,65.0,0,574.0,72.0,313.0,52.0,26.0
2019-09-25,33.0,976.0,70.0,0,678.0,0.0,55.0,40.0,18.0
2019-09-26,31.0,1075.0,73.0,0,104.0,60.0,152.0,39.0,25.0
2019-09-27,20.0,951.0,87.0,1,767.0,27.0,217.0,53.0,14.0
2019-09-28,23.0,999.0,84.0,1,605.0,17.0,90.0,39.0,15.0
2019-09-29,23.0,1016.0,90.0,1,197.0,94.0,422.0,53.0,28.0
2019-09-30,16.0,1047.0,62.0,1,921.0,54.0,97.0,47.0,24.0
2019-10-01,39.0,1013.0,82.0,1,628.0,55.0,70.0,50.0,11.0
2019-10-02,33.0,977.0,54.0,0,520.0,76.0,30.0,54.0,14.0
2019-10-03,40.0,1054.0,89.0,0,260.0,37.0,359.0,40.0,27.0
2019-10-04,34.0,1079.0,71.0,0,924.0,18.0,347.0,57.0,18.0
2019-10-05,29.0,931.0,28.0,0,492.0,56.0,453.0,56.0,26.0
2019-10-06,28.0,974.0,46.0,0,558.0,45.0,374.0,71.0,13.0
2019-10-07,32.0,941.0,70.0,0,475.0,66.0,483.0,74.0,15.0
2019-10-08,32.0,937.0,74.0,1,957.0,81.0,428.0,55.0,25.0
2019-10-09,24.0,992.0,61.0,1,829.0,30.0,478.0,26.0,21.0
2019-10-10,27.0,1157.0,38.0,0,941.0,34.0,234.0,41.0,21.0
2019-10-11,40.0,1059.0,90.0,0,798.0,22.0,236.0,46.0,27.0
2019-10-12,37.0,1015.0,79.0,0,543.0,92.0,53.0,56.0,30.0
2019-10-13,31.0,934.0,76.0,0,549.0,44.0,2.0,39.0,20.0
2019-10-14,41.0,939.0,87.0,1,749.0,45.0,25.0,51.0,11.0
2019-10-15,41.0,1016.0,39.0,1,293.0,20.0,95.0,59.0,14.0
2019-10-16,34.0,1088.0,87.0,0,141.0,36.0,488.0,52.0,20.0
2019-10-17,34.0,1035.0,92.0,0,183.0,15.0,344.0,29.0,13.0
2019-10-18,33.0,1014.0,51.0,0,131.0,30.0,42.0,48.0,17.0
2019-10-19,34.0,974.0,79.0,1,153.0,80.0,110.0,40.0,19.0
2019-10-20,42.0,981.0,48.0,0,289.0,31.0,273.0,54.0,16.0
2019-10-21,28.0,946.0,95.0,0,205.0,10.0,299.0,44.0,16.0
2019-10-22,29.0,1027.0,43.0,0,261.0,62.0,476.0,55.0,30.0
2019-10-23,26.0,1012.0,22.0,1,353.0,59.0,172.0,53.0,12.0
2019-10-24,35.0,980.0,34.0,1,611.0,6.0,499.0,29.0,10.0
2019-10-25,35.0,1044.0,56.0,1,440.0,85.0,374.0,61.0,28.0
2019-10-26,34.0,957.0,55.0,0,387.0,58.0,441.0,43.0,23.0
2019-10-27,21.0,950.0,91.0,0,978.0,21.0,351.0,50.0,27.0
2019-10-28,23.0,956.0,44.0,1,150.0,20.0,443.0,46.0,16.0
2019-10-29,29.0,1041.0,64.0,0,621.0,44.0,115.0,47.0,25.0
2019-10-30,27.0,951.0,22.0,1,467.0,53.0,32.0,47.0,17.0
2019-10-31,22.0,983.0,70.0,0,661.0,80.0,158.0,55.0,23.0
2019-11-01,24.0,1061.0,68.0,1,672.0,15.0,154.0,56.0,19.0
2019-11-02,34.0,1037.0,87.0,1,234.0,64.0,403.0,39.0,15.0
2019-11-03,34.0,996.0,91.0,1,212.0,19.0,337.0,60.0,19.0
2019-11-04,43.0,989.0,73.0,1,471.0,49.0,278.0,41.0,20.0
2019-11-05,23.0,967.0,92.0,1,887.0,76.0,297.0,59.0,19.0
2019-11-06,37.0,989.0,42.0,1,137.0,25.0,103.0,57.0,16.0
2019-11-07,33.0,1018.0,50.0,0,956.0,14.0,352.0,53.0,35.0
2019-11-08,32.0,1047.0,97.0,0,445.0,55.0,169.0,67.0,24.0
2019-11-09,28.0,994.0,93.0,1,458.0,60.0,236.0,71.0,18.0
2019-11-10,26.0,984.0,30.0,0,384.0,8.0,389.0,44.0,24.0
